 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor médio intern por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"231210 Santana do Cariri";...;...;...;...;...;...;60,22;274,83;296,22;290,43;271,32;266,72;313,57;287,26;239,34;287,65;309,03;283,45;284,94;272,87;328,82;321,49;268,29;299,29;342,32;326,64;305,97;282,58;307,00;265,16;289,85;335,07;310,41;294,19;255,07;310,41;314,09;307,94;332,02;295,68;308,32;339,15;273,24;247,43;356,68;413,39;364,13;402,29;412,39;346,47;374,48;382,26;423,47;352,22;455,79;381,36;283,85;418,05;399,78;407,90;375,43;395,07;420,64;358,52;389,32;418,54;457,46;380,58;303,70;368,48;433,38;413,00;394,38;461,88;423,95;445,28;384,70;376,59;425,78;438,80;302,98;384,06;336,68;371,42;312,47;363,94;322,86;350,75;342,82;321,30;302,15;329,97;300,43;243,52;323,95;356,06;372,76;349,17;317,63;357,88;391,38;407,42;359,88;267,21;410,05;341,33;340,98;316,54;391,21;261,32;367,27;351,28;332,95;384,30;377,92;337,70;337,73;290,46;402,49;384,14;360,22;415,14;470,52;343,31;288,58;289,71;374,33;414,83;384,00;295,28;308,39;365,13;393,34;348,20;305,36;266,61;372,68;335,21;267,13;450,55;375,23;390,03;387,78;331,49;406,50;400,41;372,25;425,15;429,56;307,88;435,59;481,25;392,41;488,53;375,56;385,49;331,36;506,95;553,43;337,10;300,50;344,03;466,24;536,08;309,38;467,06;...;343,53
"231230 São Benedito";...;...;...;...;...;...;545,73;445,32;369,50;385,12;394,05;381,86;390,60;491,75;398,08;403,49;398,41;397,32;423,96;496,74;392,67;390,72;401,37;443,49;453,47;425,96;405,43;436,78;414,79;436,44;432,32;436,00;416,13;403,95;411,52;438,98;409,27;404,11;414,41;427,62;388,32;403,47;389,26;436,24;376,17;381,83;407,35;395,12;422,37;402,67;408,07;418,36;425,96;386,20;397,75;422,76;388,98;406,64;413,26;407,35;435,96;414,56;419,10;407,13;450,08;449,91;449,31;470,33;380,00;417,45;456,82;471,52;450,74;448,91;486,52;467,11;452,90;437,22;459,47;444,46;419,33;430,24;448,93;459,40;450,11;444,65;461,73;450,54;479,39;412,46;459,63;464,49;436,05;438,39;453,31;444,37;434,89;465,86;424,83;459,16;435,46;397,19;461,27;483,64;474,33;479,01;434,20;495,44;473,31;481,47;506,50;462,08;499,18;411,12;409,15;448,72;454,49;489,00;469,04;462,86;462,22;463,26;460,44;476,03;441,80;444,14;466,10;492,19;449,72;451,61;475,77;454,08;487,36;489,07;458,27;479,74;460,03;451,10;463,21;457,81;494,99;463,21;508,37;469,77;501,00;479,37;484,66;484,28;497,24;472,41;488,04;464,34;482,80;414,32;377,13;474,73;425,23;557,37;662,87;542,46;487,47;591,17;550,40;484,75;...;...;...;445,24
"231240 São Gonçalo do Amarante";...;...;...;...;...;...;157,98;319,99;364,95;410,15;357,83;387,31;437,15;406,03;363,86;385,19;375,70;389,75;386,21;469,79;420,92;446,48;440,94;453,19;461,32;424,03;445,44;432,55;455,94;465,53;426,91;457,03;427,98;450,53;406,46;441,05;439,97;454,59;465,07;409,05;443,32;420,39;454,86;421,15;444,79;431,75;444,79;453,15;493,66;438,98;480,38;468,84;489,61;476,39;476,17;415,76;465,70;476,17;480,84;475,80;470,57;498,60;486,67;498,35;493,55;471,45;485,64;454,58;467,72;498,24;492,36;507,21;495,60;471,66;443,22;452,39;491,24;400,16;489,07;492,99;477,03;493,15;533,03;517,10;506,40;558,42;485,26;512,03;548,08;527,33;524,54;539,73;548,60;526,28;540,12;536,23;570,56;565,04;575,47;511,61;509,98;560,45;540,72;560,52;534,17;539,04;515,12;537,17;542,28;519,96;532,33;529,52;543,35;530,77;558,11;581,60;530,21;530,17;579,40;522,77;510,88;456,71;471,79;530,64;506,43;478,99;532,34;554,58;523,78;505,36;463,34;489,74;462,14;503,83;495,08;566,02;524,13;542,39;514,46;534,24;542,55;504,51;516,39;517,24;476,09;516,89;512,20;452,89;387,69;356,75;403,55;359,06;491,19;456,32;533,97;601,90;855,00;686,41;531,64;511,10;487,38;491,63;497,02;512,33;564,40;765,88;999,08;496,25
"231260 São Luís do Curu";...;...;...;...;...;...;...;374,67;359,50;397,53;363,49;373,44;382,42;431,92;378,12;382,91;429,15;383,33;372,29;444,88;325,31;357,82;489,99;427,27;404,73;509,28;392,93;483,72;356,94;403,82;388,16;414,33;435,39;419,65;346,33;343,40;423,51;426,48;512,05;314,96;427,56;332,94;487,91;416,36;483,18;426,20;332,55;383,54;401,26;404,18;404,32;312,54;384,90;436,40;392,03;413,25;417,96;448,77;338,33;287,32;336,97;293,94;294,77;406,03;366,46;399,99;444,54;346,21;443,40;310,76;353,99;378,97;311,88;276,50;351,33;362,32;349,26;323,86;365,47;283,92;393,72;374,62;387,07;354,13;387,33;348,80;442,91;299,36;281,39;351,03;320,85;350,18;295,22;425,10;360,18;407,54;386,94;400,51;367,20;324,32;348,67;278,71;403,65;304,83;327,70;363,68;363,18;366,75;340,53;323,92;336,29;346,98;443,40;420,16;383,39;467,60;...;432,83;...;...;...;...;...;...;...;443,40;443,40;...;415,87;324,90;549,03;340,94;557,82;584,78;331,04;443,40;443,40;443,40;443,40;...;...;...;...;...;...;...;...;...;...;...;...;...;...;294,20;373,37;971,70;...;...;...;...;...;...;...;...;...;...;...;374,05
"231270 Senador Pompeu";...;...;...;...;...;...;...;302,89;383,33;403,85;402,49;401,28;399,68;405,90;423,32;399,99;404,59;435,18;453,03;456,87;429,74;432,81;452,59;433,70;436,33;489,07;475,15;449,04;466,87;426,16;453,70;459,01;435,28;452,29;450,86;438,51;426,54;457,38;399,29;400,48;373,53;354,34;391,01;410,44;403,03;413,14;389,78;406,11;363,10;366,12;395,57;435,63;407,17;462,81;466,24;448,15;400,74;430,50;412,97;408,76;390,87;448,33;410,67;430,83;423,76;424,73;393,96;396,37;379,32;407,25;422,21;446,64;408,14;444,36;420,33;377,66;372,57;400,12;383,23;369,47;353,59;395,26;433,15;407,65;410,60;405,35;404,82;411,69;422,44;391,89;456,40;412,25;367,56;381,03;403,94;446,80;414,31;403,84;392,99;399,51;415,89;356,11;394,30;400,80;430,50;426,86;380,04;418,82;352,38;406,89;456,70;485,81;467,70;360,17;360,97;438,79;370,77;356,92;412,54;402,96;415,35;444,40;428,01;476,83;373,08;375,95;302,42;450,08;398,07;450,73;435,20;406,80;428,55;434,81;420,49;298,40;390,38;354,02;391,40;385,71;371,33;341,96;288,50;302,17;360,10;356,82;372,31;390,83;383,11;378,21;341,43;377,08;327,40;324,42;349,92;359,38;361,75;349,41;429,84;401,16;392,16;428,84;331,46;342,53;493,16;592,86;...;411,79
"231290 Sobral";...;...;...;...;1064,64;1999,77;1235,95;921,87;885,58;940,56;915,04;900,41;905,34;887,87;919,00;907,77;874,00;937,28;1033,76;1016,85;1040,55;1013,76;1054,42;1035,53;1028,29;1023,26;1079,85;1056,20;1128,96;1125,85;1105,57;1119,04;1111,94;1067,44;1079,79;1107,17;1115,27;1103,94;1190,02;1184,00;1118,95;1093,94;1136,85;1106,91;1152,11;1154,17;1134,20;1122,20;1132,17;1171,14;1143,80;1278,11;1354,57;1306,52;1344,33;1326,10;1407,15;1338,23;1346,28;1323,26;1348,63;1352,61;1346,18;1395,27;1357,63;1297,90;1361,90;1418,06;1399,25;1392,82;1441,93;1391,75;1419,33;1531,89;1448,44;1484,03;1450,97;1421,41;1368,26;1392,35;1340,29;1344,38;1380,93;1368,11;1392,15;1446,75;1455,30;1400,65;1469,44;1504,10;1449,04;1549,20;1542,33;1690,24;1510,14;1506,41;1480,89;1470,70;1583,49;1578,34;1570,89;1560,21;1678,84;1731,08;1712,69;1792,98;1826,17;1697,33;1670,49;1776,10;1696,31;1642,06;1640,35;1661,35;1652,08;1654,38;1805,10;1721,95;1626,38;1684,22;1733,93;1756,10;1776,02;1718,94;1819,89;1765,66;1687,02;1802,82;1714,11;1711,20;1639,35;1816,54;1746,77;1855,73;1801,86;1748,69;1764,09;1702,09;1702,34;1645,90;1702,98;1648,03;1598,82;1675,82;1772,32;1720,69;1809,31;1746,70;1782,67;1776,58;1739,47;1706,44;1756,64;1730,37;1654,25;1775,58;2371,41;2300,91;2900,71;2844,92;2319,64;2183,67;2007,71;1841,15;2073,55;2398,57;1884,29;1490,91
"231300 Solonópole";...;...;...;...;...;...;...;341,94;399,26;369,75;369,97;411,44;373,49;422,21;426,91;439,24;392,21;470,54;326,37;377,92;452,43;380,25;426,89;392,68;491,40;...;314,14;382,95;485,26;430,94;519,51;456,03;459,52;444,24;451,15;479,46;...;...;510,69;403,92;492,34;374,66;443,69;418,22;469,33;470,00;376,12;446,48;374,02;463,84;364,33;443,89;460,50;429,64;387,07;455,08;456,44;461,42;464,91;453,75;482,77;512,91;468,24;437,89;437,71;527,96;546,41;456,56;422,94;460,12;414,71;467,88;487,10;509,25;489,78;512,88;491,90;436,56;420,28;417,82;443,69;408,49;460,65;360,49;479,81;342,67;476,99;485,01;437,64;437,81;467,58;388,89;456,98;443,60;443,68;470,90;463,92;443,55;414,21;434,26;462,75;485,68;469,76;393,43;459,31;511,31;469,11;351,10;470,87;440,22;387,46;447,81;429,26;480,75;438,24;452,73;386,07;415,39;491,46;478,03;444,72;414,81;421,41;370,10;409,91;348,71;395,24;436,61;460,03;437,97;385,77;397,71;486,75;442,23;504,75;414,75;357,73;397,16;356,65;336,66;410,32;363,63;408,55;372,99;430,70;424,14;460,82;432,00;352,06;350,54;367,01;360,73;361,01;360,10;418,46;309,34;343,80;395,78;583,69;512,43;448,94;404,97;399,88;397,73;462,54;523,14;360,72;425,87
"231310 Tabuleiro do Norte";...;...;...;...;622,91;614,91;174,48;389,40;341,91;326,09;356,71;372,56;363,52;357,89;401,41;369,51;392,53;339,17;334,63;354,23;385,06;383,68;405,19;412,80;427,07;438,05;428,44;431,08;441,54;453,75;423,29;349,99;379,48;366,40;379,31;399,74;422,37;438,39;438,81;405,43;396,35;374,08;398,84;384,37;355,35;395,15;365,35;377,00;380,99;397,92;387,86;368,36;409,85;383,29;377,83;404,76;419,40;429,11;430,40;446,79;417,45;458,55;403,85;423,94;433,07;410,12;446,55;414,83;420,28;461,44;400,99;422,13;457,04;431,70;395,20;449,07;450,87;426,46;444,28;470,04;447,24;454,21;435,34;413,90;419,90;470,45;411,29;447,90;385,43;462,79;429,48;451,05;455,73;465,97;473,79;420,36;333,43;380,87;347,57;335,06;347,68;405,78;341,45;342,64;357,24;333,36;303,66;353,88;347,16;389,33;372,31;348,17;453,53;378,00;367,76;497,07;373,00;414,02;462,26;400,31;378,27;439,50;354,81;450,03;500,03;418,12;417,87;391,99;461,47;445,48;521,50;487,51;436,29;492,40;478,52;462,08;382,59;397,81;413,84;362,98;424,45;432,22;488,49;457,04;366,10;397,32;379,64;413,02;421,35;443,40;488,63;410,69;478,20;492,21;489,35;548,88;712,01;993,06;915,98;830,01;781,13;804,48;518,41;617,76;785,03;941,33;1305,17;421,96
"231320 Tamboril";...;...;...;...;...;...;402,29;318,71;372,85;347,44;390,72;364,42;395,02;421,84;368,05;391,40;359,24;363,18;349,39;405,65;393,26;377,77;387,30;411,25;433,12;413,14;448,04;412,28;397,93;379,30;459,03;401,36;417,67;424,44;400,38;411,65;370,15;372,18;408,59;432,87;408,52;401,08;381,92;381,62;377,70;394,25;412,27;424,36;438,81;371,33;357,07;349,98;430,95;369,22;396,88;441,95;391,81;408,28;384,69;346,37;420,57;372,18;403,33;397,82;441,03;487,75;434,72;405,88;386,32;369,04;386,72;402,49;429,11;408,22;444,10;427,93;395,44;455,94;391,96;405,80;432,35;414,38;373,15;376,85;373,48;431,96;420,84;368,58;391,95;348,05;374,02;377,27;308,86;345,00;390,97;371,05;379,44;372,20;381,90;327,03;417,87;395,85;314,44;348,13;342,98;337,98;364,76;389,77;367,86;343,47;428,93;352,69;318,29;434,28;342,74;454,36;368,12;404,90;485,35;439,02;437,32;339,59;402,69;344,75;413,51;444,86;391,82;476,33;414,28;428,94;402,99;446,88;484,88;385,68;397,26;413,37;390,54;434,97;390,56;380,19;471,19;492,91;412,93;470,07;463,45;401,50;477,62;450,78;465,51;423,98;430,01;436,32;411,25;384,23;435,12;390,84;472,59;406,23;542,57;492,31;784,17;708,60;532,46;646,28;453,76;716,10;1111,81;412,29
"231325 Tarrafas";...;...;...;...;...;...;403,74;365,25;418,56;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;582,42;331,46;374,77;349,64;448,05;377,11;473,68;500,68;411,46;301,87;271,73;485,56;450,67;504,86;338,15;405,32;457,13;363,68;351,49;305,21;319,45;360,33;264,45;303,90;243,75;266,81;95,37;330,42;325,85;211,66;239,01;301,20;283,51;282,52;359,50;226,38;357,34;340,35;277,35;372,36;211,98;...;270,52;394,51;515,82;340,02;421,71;301,97;396,55;381,56;390,02;400,32;353,08;321,80;351,30;389,64;379,42;426,75;438,21;321,30;400,68;240,02;440,26;551,59;545,46;398,43;468,86;444,06;401,06;459,45;421,97;436,71;336,98;455,79;483,87;313,01;457,65;434,79;481,88;544,14;546,82;503,40;507,40;434,25;363,93;349,90;391,50;497,16;411,03;332,69;321,68;624,54;456,92;461,58;363,44;414,88;402,67;368,73;395,57;383,72;349,73;330,22;436,47;427,56;321,78;212,50;369,91;564,49;329,68;303,20;498,32;342,79;364,68;519,80;527,66;417,26;384,67
"231330 Tauá";...;...;...;...;...;...;...;...;390,98;402,41;356,23;367,18;358,03;379,26;398,83;366,26;349,55;349,26;328,45;366,78;395,65;374,71;364,06;410,85;400,01;385,06;395,94;375,04;364,28;366,56;371,31;347,47;352,11;359,06;355,82;366,01;371,33;366,47;370,35;382,09;382,22;381,75;367,38;388,37;371,47;375,99;381,15;393,58;393,57;393,09;408,23;395,36;383,33;364,26;364,09;346,32;345,37;345,14;365,18;381,18;352,26;348,88;361,38;343,63;365,99;338,14;366,50;345,83;341,59;344,57;358,08;377,87;365,89;358,59;380,76;377,22;354,97;337,46;335,86;351,33;389,38;383,77;386,19;377,17;418,16;415,14;380,22;407,83;405,57;385,85;396,80;385,70;369,43;377,87;386,10;402,96;401,44;380,24;383,76;368,29;365,97;396,63;386,41;376,47;384,90;388,19;408,32;402,04;384,92;419,68;412,50;405,40;412,25;417,05;401,82;403,30;389,43;392,21;423,53;406,17;422,67;405,70;412,01;398,17;428,32;404,51;415,44;383,52;370,54;386,44;345,07;391,92;368,36;336,96;341,34;276,90;372,51;272,29;276,20;323,92;288,62;281,19;305,49;323,54;322,85;359,19;298,70;356,43;322,20;324,49;360,84;302,24;280,69;270,92;265,25;318,23;408,22;869,51;607,43;1136,71;1232,38;941,71;847,42;732,48;605,39;574,32;1369,81;400,78
"231335 Tejuçuoca";...;...;...;...;...;...;...;...;366,35;376,28;454,10;414,84;418,41;411,08;392,09;453,77;376,25;408,79;296,13;530,92;280,93;344,40;464,91;392,67;451,48;380,05;424,46;472,77;512,41;277,34;408,34;492,34;531,75;305,32;454,16;531,75;514,23;368,39;484,24;400,67;414,38;501,35;422,37;481,08;463,78;470,56;439,83;423,35;512,26;481,08;382,74;531,75;443,39;435,11;454,16;416,53;461,56;457,52;481,08;429,02;335,35;442,79;447,82;506,41;454,74;458,11;439,09;481,08;481,08;432,32;329,18;395,82;461,27;377,66;396,92;453,03;404,92;421,67;481,08;462,15;410,62;432,53;391,55;473,89;434,98;469,23;428,50;394,03;450,35;460,82;503,60;481,08;439,60;481,08;481,08;499,30;462,23;446,16;499,30;474,56;466,48;481,08;481,08;481,08;430,62;437,78;431,14;429,52;471,19;502,41;481,08;439,60;494,75;428,11;346,79;499,30;429,02;434,98;451,44;476,54;442,30;458,47;426,68;481,08;416,67;367,42;409,66;482,71;481,08;426,72;453,36;467,15;448,65;479,50;490,19;459,91;449,19;481,08;446,51;481,18;468,14;465,42;456,63;424,76;453,22;364,82;403,80;379,96;458,47;447,62;315,92;451,67;445,89;440,28;363,95;393,89;523,11;492,31;500,84;441,27;483,50;460,30;451,61;468,41;452,83;315,69;...;441,55
"231340 Tianguá";...;...;...;255,45;176,93;399,88;160,24;324,87;396,32;386,51;402,71;427,33;423,41;419,67;430,24;414,11;416,47;420,03;403,34;445,08;406,97;442,01;430,11;439,26;475,22;460,24;460,12;434,13;468,62;438,52;451,56;448,19;441,24;411,63;441,05;446,76;432,02;452,44;445,06;421,54;431,20;430,23;448,49;443,38;439,12;432,98;419,37;461,82;448,45;434,35;422,31;423,05;420,87;433,13;414,97;439,50;427,82;410,08;432,82;473,05;452,72;463,81;469,24;444,78;466,82;454,13;455,25;463,89;462,46;453,73;456,06;452,32;451,57;436,84;455,60;422,10;430,46;432,01;448,12;446,68;409,07;435,87;416,12;445,30;452,98;437,35;438,95;418,04;415,63;437,31;431,44;425,76;439,21;418,85;422,55;423,34;418,11;432,22;427,88;418,51;434,15;438,07;456,14;436,20;441,08;438,24;333,33;449,94;448,67;439,54;415,55;445,34;461,53;436,35;446,95;426,49;446,71;457,20;...;451,48;446,69;451,90;486,75;439,85;467,78;446,62;437,38;422,30;418,27;404,12;408,91;430,88;437,36;432,55;444,36;448,51;471,24;445,10;451,24;438,87;437,80;467,05;458,66;469,87;483,24;469,37;456,83;462,70;480,90;452,68;465,07;474,65;455,37;443,80;452,57;504,48;738,85;2124,99;935,98;530,35;555,59;1415,88;1552,09;721,76;599,31;1637,09;1092,76;493,46
"231350 Trairi";...;...;...;...;...;...;413,09;403,42;364,68;443,14;392,54;429,11;396,90;356,89;376,65;400,73;382,89;387,98;391,26;417,14;390,89;408,10;435,47;404,65;443,21;435,84;420,97;402,73;435,50;387,84;429,02;405,40;403,42;419,88;401,95;407,45;415,73;408,06;406,43;449,19;394,17;414,40;386,84;370,96;416,61;416,94;416,29;434,97;428,82;393,78;425,80;395,01;398,23;400,15;415,74;447,12;407,09;461,81;421,70;412,77;423,12;432,86;375,56;403,00;423,43;411,08;407,65;399,51;445,92;463,74;427,21;...;...;421,29;347,62;431,54;408,40;467,27;256,75;582,42;268,56;534,81;404,20;368,88;362,81;614,42;363,94;421,63;362,34;413,22;426,79;404,10;369,00;...;454,06;472,45;426,30;435,90;413,46;342,85;375,85;333,51;297,16;357,02;296,90;397,23;320,96;422,41;443,40;356,68;360,08;424,50;370,85;498,38;355,47;320,28;336,16;365,95;406,77;400,27;391,65;418,26;406,12;417,99;390,69;381,55;405,44;391,86;364,76;369,54;356,40;394,71;393,44;384,32;370,39;395,65;396,19;397,34;378,88;408,90;395,14;413,48;409,26;390,64;444,69;417,71;404,83;411,79;292,62;397,53;368,69;424,87;351,16;346,72;430,48;396,39;664,02;734,21;546,65;...;...;...;...;...;...;...;...;409,64
"231355 Tururu";...;...;...;...;...;...;362,67;450,19;366,41;368,26;398,72;391,66;423,95;423,91;377,57;381,63;389,89;436,05;378,77;365,06;437,66;365,06;442,13;496,99;477,06;405,53;381,82;419,13;392,25;412,27;380,95;470,88;475,38;403,91;437,54;429,33;385,95;404,60;436,87;403,76;360,71;465,43;389,10;367,20;399,18;397,01;305,37;441,43;412,16;459,98;339,40;440,77;385,29;388,38;350,27;390,66;491,02;366,74;468,10;434,43;420,06;451,04;419,74;380,16;430,86;391,56;412,58;451,82;326,42;408,94;417,32;385,86;439,27;435,45;485,89;396,88;346,49;323,94;344,19;243,82;388,38;377,83;348,70;335,98;354,92;363,11;459,96;376,90;386,73;322,14;344,18;324,90;300,97;321,60;582,42;457,66;...;294,87;224,50;306,81;368,63;387,60;364,73;...;353,03;304,84;377,18;321,94;408,55;376,84;431,93;452,81;394,80;322,83;292,62;222,81;329,53;371,58;355,59;385,35;277,93;397,46;355,01;311,29;306,76;273,96;317,79;489,74;334,89;500,64;267,33;496,34;385,07;292,62;384,70;336,58;396,07;...;...;274,01;323,63;358,11;311,65;404,33;318,39;457,31;435,51;373,84;307,13;344,16;315,00;352,43;417,88;407,44;622,42;394,55;1522,67;908,31;582,42;376,45;344,84;340,80;443,40;...;...;...;...;398,89
"231360 Ubajara";...;...;...;...;...;256,54;233,97;304,48;338,55;367,73;352,37;390,80;385,13;430,04;382,06;318,11;360,97;376,79;349,99;368,53;371,71;376,55;381,57;419,64;404,15;432,60;394,52;416,77;392,72;400,00;400,22;429,15;391,89;392,58;383,89;385,54;368,43;362,87;372,54;371,63;392,18;378,95;371,29;389,25;365,16;370,87;423,59;393,96;425,99;422,61;408,87;405,84;413,79;418,94;410,45;362,60;412,44;416,76;396,70;409,16;428,31;417,12;405,05;413,54;402,84;427,13;433,25;411,66;424,89;454,19;386,15;421,87;410,47;418,89;422,69;426,84;387,75;403,75;377,38;388,03;405,12;356,58;383,06;415,12;356,06;451,94;394,11;385,68;392,68;397,40;403,04;375,95;428,29;398,44;398,08;401,83;408,94;404,39;379,06;458,10;455,97;399,00;404,36;429,05;454,36;422,17;450,83;417,03;407,25;426,79;472,90;419,83;382,18;424,23;473,99;429,79;417,30;411,05;470,08;491,34;450,21;452,37;496,19;446,97;449,44;416,22;482,69;392,70;426,18;491,00;449,69;489,22;460,87;451,26;477,29;446,08;449,41;530,06;403,75;493,19;476,68;493,62;480,06;464,53;474,57;492,56;570,31;472,53;503,13;476,85;471,28;452,71;438,74;464,90;387,89;436,06;571,11;551,27;596,59;387,28;280,86;310,56;280,67;278,63;298,10;320,23;517,47;403,41
"231370 Umari";...;...;...;...;...;...;236,09;295,42;374,00;333,51;326,92;375,33;416,52;412,48;255,27;298,06;304,16;377,38;343,07;321,32;349,26;275,73;318,62;394,14;329,79;305,22;325,23;375,74;358,53;412,84;371,53;367,96;431,05;379,70;348,40;367,74;433,13;332,18;386,25;451,13;417,94;384,42;364,12;335,34;396,47;417,42;418,55;473,75;434,72;310,84;477,29;376,44;458,19;444,44;373,51;379,85;372,03;...;...;...;...;...;...;...;...;...;...;...;388,17;418,74;395,46;376,49;407,03;400,06;305,68;328,73;339,76;299,73;332,30;343,75;331,60;346,80;431,04;318,96;377,67;360,48;296,68;285,47;391,55;332,43;271,98;312,57;403,76;374,03;335,55;264,39;338,15;376,16;393,62;464,13;453,35;318,41;329,91;374,39;318,34;331,71;289,65;341,60;374,65;349,81;350,37;349,70;427,11;330,79;311,96;212,50;291,82;370,60;416,11;430,54;408,51;379,28;442,19;356,03;373,24;327,04;374,16;384,29;529,41;...;353,64;309,45;385,16;339,55;324,28;373,51;383,85;360,13;327,21;292,84;356,45;337,64;410,83;432,34;399,30;342,81;395,44;398,16;335,08;272,25;424,98;425,28;344,71;340,20;330,19;...;...;...;...;...;463,21;...;...;...;242,00;408,26;715,06;362,44
"231375 Umirim";...;...;...;...;...;...;...;...;384,78;480,29;410,22;465,64;457,83;467,27;405,91;359,20;287,64;479,09;307,43;427,51;524,46;326,54;358,77;475,09;426,04;420,29;406,18;400,93;410,06;433,37;390,94;323,09;447,22;414,81;427,38;368,88;386,82;411,64;331,27;356,91;380,45;450,68;416,23;409,42;478,55;326,70;308,55;422,59;437,62;433,24;472,21;351,67;407,13;464,43;398,00;339,57;359,24;297,06;388,97;378,38;301,80;399,98;368,47;261,35;341,24;358,03;386,51;373,07;333,70;363,68;434,55;429,12;321,60;429,42;322,99;332,29;361,94;358,50;275,63;479,25;321,95;364,87;226,81;452,95;482,94;440,46;301,35;352,66;366,26;309,02;293,59;249,40;363,63;316,46;390,94;454,32;468,06;402,80;292,62;413,21;378,19;415,09;445,48;489,74;428,41;377,15;486,05;427,10;426,95;559,25;290,68;353,39;...;...;...;437,52;335,50;314,92;419,72;355,60;356,07;470,84;309,98;339,25;451,05;451,40;304,01;674,81;499,61;381,88;255,82;359,85;387,87;502,26;414,31;381,81;307,12;341,74;357,24;368,01;...;390,06;292,62;579,26;440,46;302,31;368,01;44,22;352,54;437,52;905,91;547,66;606,42;385,39;244,66;429,48;591,93;357,24;739,22;492,26;402,03;419,19;443,40;499,40;418,43;389,22;...;394,60
