 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor médio intern por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"231080 Pereiro";...;...;...;...;...;...;...;304,81;388,85;324,75;333,82;324,89;397,63;353,04;421,67;418,22;429,35;362,69;389,41;431,94;448,42;445,54;400,78;436,35;384,00;446,68;379,14;455,32;444,60;456,75;472,46;476,97;439,69;409,26;423,52;438,83;432,27;436,19;439,28;392,48;445,19;387,55;400,59;426,42;420,41;421,54;483,60;473,96;479,67;445,02;416,35;443,55;486,90;404,92;456,36;376,39;404,42;436,81;435,68;379,23;420,43;460,82;429,39;414,08;373,82;333,27;410,92;478,89;441,75;346,48;415,09;386,65;471,72;434,25;487,92;471,43;440,17;430,88;404,80;409,45;357,26;378,58;374,67;345,60;352,58;418,48;438,15;482,85;406,78;495,09;453,49;435,28;352,35;464,41;435,72;433,02;410,25;449,72;456,53;352,75;413,19;405,25;437,02;360,99;362,13;387,86;395,36;408,65;451,57;395,76;423,13;443,01;422,54;441,01;374,15;391,17;388,50;425,33;432,70;428,73;452,94;472,96;392,51;391,09;396,65;464,36;382,24;464,67;425,12;416,03;403,21;409,93;467,26;486,07;423,52;485,77;471,63;445,36;397,55;448,29;476,59;458,92;414,45;502,88;515,49;422,85;458,36;456,55;457,44;371,87;441,31;499,64;400,94;459,37;540,92;461,52;491,27;488,91;513,11;531,18;600,99;541,69;423,09;507,76;494,64;513,74;575,26;424,86
"231085 Pindoretama";...;...;...;...;...;...;...;594,69;322,76;381,71;422,44;408,55;456,10;...;451,09;401,89;427,43;408,55;396,42;...;460,72;424,24;423,53;562,81;458,00;344,62;391,95;447,14;341,65;415,39;413,27;355,28;398,32;426,54;435,35;389,32;388,31;405,22;431,97;343,63;396,28;...;...;451,40;393,98;460,37;452,74;448,33;395,67;393,60;367,02;420,93;381,09;356,66;307,97;398,42;357,13;414,21;402,46;305,86;486,67;393,31;392,21;441,34;342,13;431,63;364,75;415,61;469,06;526,76;396,99;476,95;451,93;363,33;522,61;403,90;388,07;380,75;349,76;437,42;399,76;400,18;407,93;429,02;376,67;391,63;331,75;391,97;326,79;437,76;459,52;436,89;486,45;473,20;403,77;486,67;506,18;519,92;315,02;362,48;487,63;373,88;466,25;390,20;407,13;376,11;401,72;494,02;390,00;375,58;437,73;430,12;395,19;444,43;549,13;383,96;452,80;464,31;446,07;394,82;423,43;395,01;445,34;472,33;485,32;543,30;333,32;467,90;444,40;384,49;408,18;496,06;484,35;405,82;342,00;432,88;294,49;552,24;378,34;565,80;495,96;359,99;461,74;569,41;465,39;418,02;538,52;540,22;527,16;480,27;397,49;602,37;523,08;494,00;428,16;857,93;1198,71;966,09;640,23;578,75;424,13;695,31;666,36;577,24;507,54;719,58;522,60;443,68
"231090 Piquet Carneiro";...;...;...;...;...;416,35;364,06;384,02;342,17;349,50;307,53;402,52;391,89;383,50;355,20;360,87;347,03;334,25;364,27;416,18;365,14;359,04;333,11;401,94;448,27;416,16;451,12;386,81;416,30;416,07;390,04;392,23;361,50;414,91;380,85;420,12;457,21;385,88;380,38;403,56;371,29;415,33;408,00;439,86;423,34;380,04;422,46;408,67;404,81;421,33;401,71;403,76;371,71;371,97;378,85;407,64;367,17;386,33;426,37;365,50;473,08;383,18;442,32;354,90;437,83;415,21;414,72;421,19;438,14;321,69;405,39;362,25;380,03;402,51;398,73;410,34;388,09;387,69;391,50;379,90;389,52;370,25;445,38;415,41;367,48;356,57;435,04;409,85;422,43;395,72;351,64;370,95;397,48;394,68;387,32;433,61;508,57;449,83;417,86;370,92;471,18;444,98;316,52;323,97;400,22;381,88;393,49;365,29;432,51;366,21;398,98;371,75;409,87;381,42;302,66;400,49;374,56;383,07;434,93;444,22;423,08;493,68;415,03;363,83;380,07;419,09;366,90;362,40;336,30;368,31;401,26;410,73;462,63;451,20;425,01;388,92;465,84;384,92;447,11;379,89;432,79;370,33;366,09;381,47;394,91;400,50;393,60;370,69;372,15;416,23;361,36;392,29;406,24;383,72;384,65;360,26;368,40;475,94;424,81;537,00;316,24;317,17;452,06;387,48;430,66;335,87;...;394,95
"231100 Poranga";...;...;...;...;...;...;288,69;391,20;330,54;327,37;392,00;385,69;366,46;380,99;385,58;405,04;334,85;369,93;378,92;385,28;380,94;401,61;346,84;421,39;429,09;390,10;403,10;392,93;394,46;394,57;411,96;329,19;405,38;356,05;376,88;392,83;412,33;418,04;408,34;433,10;403,73;299,86;273,66;220,03;264,62;259,80;298,28;222,07;267,12;338,89;336,52;275,27;331,24;317,25;315,64;290,28;446,44;173,05;239,69;221,05;324,90;300,62;590,42;226,68;873,91;218,68;218,68;297,62;360,80;327,49;280,64;316,47;314,30;343,02;415,94;281,86;393,00;516,24;268,35;341,24;362,21;323,98;465,38;506,52;445,85;386,68;419,10;340,00;402,44;379,06;495,21;396,17;261,40;238,20;363,58;380,49;414,44;396,48;362,07;463,64;352,81;365,47;383,35;363,99;351,12;410,74;358,61;380,09;374,66;351,74;354,60;326,40;427,35;349,51;324,06;386,00;320,52;...;390,28;362,73;354,85;416,56;380,66;412,38;345,65;372,04;416,31;460,07;380,21;447,54;344,13;386,63;400,89;379,81;439,22;361,26;433,01;333,09;392,33;326,62;392,18;363,77;367,97;468,70;403,28;412,93;362,91;597,27;418,67;365,69;381,96;380,25;582,42;379,31;360,17;421,24;443,70;501,85;483,22;372,21;449,34;713,90;589,10;228,15;243,43;325,55;...;364,03
"231110 Porteiras";...;...;...;...;...;399,91;190,70;391,33;290,08;361,37;370,16;374,87;398,68;392,66;352,06;347,26;337,55;388,58;334,41;363,32;339,06;348,90;451,43;484,07;487,44;448,47;432,15;408,50;394,24;342,17;405,85;418,74;376,36;351,96;406,32;432,27;400,09;424,32;398,35;371,96;370,67;347,84;375,48;402,48;394,22;365,51;407,10;397,60;332,32;382,64;395,61;347,52;397,94;460,97;444,20;420,93;375,82;311,86;350,97;401,80;354,89;486,50;469,86;353,11;426,36;379,33;369,04;428,45;364,73;374,66;472,03;403,25;402,87;447,63;381,33;512,68;399,92;320,42;450,69;500,88;376,50;339,08;416,10;414,09;439,35;437,48;423,02;373,89;417,18;389,06;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;399,07;369,18;400,93;541,95;454,82;368,28;404,75;462,63;457,09;511,82;434,83;377,19;382,77;430,94;403,80;417,87;430,84;328,15;494,13;423,78;419,61;366,91;389,75;366,37;421,92;383,75;314,84;417,95;366,75;369,20;309,49;404,86;378,45;496,19;386,91;375,35;428,57;345,82;343,30;369,05;329,56;347,99;364,27;459,41;414,40;388,13;356,19;360,24;563,38;400,23;586,49;458,76;388,65;...;...;...;397,57
"231120 Potengi";...;...;...;...;...;293,28;274,64;255,09;332,36;304,65;304,91;338,31;362,52;318,31;372,73;338,96;355,32;317,90;291,32;254,51;319,45;327,67;347,88;357,59;358,75;342,21;331,34;383,58;366,09;384,34;333,45;339,32;332,52;304,95;296,10;346,12;335,29;355,62;351,08;320,70;324,61;335,76;274,05;283,19;309,63;362,10;364,11;351,38;423,91;396,68;325,25;374,05;386,40;251,97;341,30;376,98;292,76;373,39;371,13;334,30;362,05;358,79;384,69;335,78;340,38;382,91;355,42;340,91;383,30;338,72;309,95;323,66;399,41;385,32;383,79;326,95;294,04;327,49;333,14;287,78;320,29;282,57;358,91;285,62;268,52;297,48;360,76;304,46;324,44;300,72;278,66;379,58;324,90;509,30;184,56;286,24;606,42;591,11;387,34;350,84;423,69;537,20;243,52;221,01;322,29;236,49;175,96;312,76;357,32;399,82;279,44;451,40;362,58;53,93;407,23;...;313,24;407,29;557,24;464,66;489,31;362,01;390,05;443,29;519,92;421,59;451,16;453,29;452,40;434,15;344,05;358,19;423,67;303,31;...;...;...;...;...;125,89;331,49;...;...;404,10;346,16;341,61;371,34;392,79;426,67;447,02;487,60;585,18;458,49;422,88;526,58;...;...;...;...;...;...;...;...;...;...;...;...;343,55
"231123 Potiretama";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;318,77;231,15;430,04;336,51;378,19;...;332,90;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;327,20
"231126 Quiterianópolis";...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;460,02;437,52;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;458,84
"231130 Quixadá";...;...;...;...;...;...;642,15;695,65;624,38;540,38;605,53;585,37;597,63;623,61;538,12;613,23;540,75;589,30;727,37;699,20;769,68;708,32;713,86;620,34;684,47;704,75;644,60;788,15;725,21;724,09;715,72;798,86;747,69;712,90;694,46;842,45;698,02;674,50;791,33;786,04;726,29;689,59;608,63;674,10;589,43;600,26;638,55;646,15;659,26;635,19;707,79;773,80;736,26;722,56;668,10;690,48;687,72;718,82;590,74;659,51;665,78;610,32;700,81;671,23;750,79;780,09;600,89;744,05;661,43;667,30;739,78;795,60;625,57;746,38;719,77;752,29;700,31;772,97;718,24;739,25;656,48;664,96;816,96;626,20;696,20;674,68;788,76;734,13;692,97;746,18;753,54;757,91;707,17;878,44;763,03;765,35;736,78;786,47;690,43;822,87;721,47;772,12;672,20;695,88;753,25;672,80;687,64;754,18;742,77;716,37;764,90;707,90;703,90;653,36;686,42;725,69;679,47;736,81;593,74;650,93;714,35;685,96;717,98;773,96;713,22;753,23;686,73;728,88;657,62;654,36;729,04;622,42;680,69;647,60;697,87;761,16;645,42;720,49;679,84;739,88;648,21;681,59;674,01;686,42;658,82;673,74;672,59;655,44;622,86;615,08;738,88;633,83;730,76;606,24;700,40;744,86;808,02;838,92;886,49;692,14;606,66;725,79;687,29;641,00;732,10;661,29;608,01;696,45
"231135 Quixelô";...;...;...;...;...;...;554,69;321,39;323,51;327,26;322,70;323,89;330,21;335,75;323,93;347,18;344,77;299,97;331,00;397,81;369,80;353,66;349,22;397,88;388,21;318,75;390,66;348,63;427,31;372,17;384,74;361,62;341,98;342,57;337,86;365,58;364,19;335,83;385,27;386,02;306,02;387,51;370,13;384,25;352,66;347,09;376,24;399,16;367,33;361,47;402,07;312,34;367,93;355,39;381,79;362,87;347,85;304,47;361,45;378,96;416,80;407,59;373,34;345,65;388,68;329,17;464,11;529,08;377,90;354,78;379,67;406,41;410,13;393,29;364,16;420,84;386,48;335,23;351,59;311,64;343,08;371,95;339,11;433,66;416,23;380,22;350,24;400,74;367,36;246,11;359,03;357,19;427,92;344,10;357,73;378,16;394,67;403,63;389,92;359,01;339,02;389,77;412,14;403,78;301,37;338,32;371,42;344,96;375,86;500,82;370,90;361,83;468,83;329,65;322,39;351,48;410,49;361,12;458,05;398,51;460,18;500,95;356,35;413,63;359,35;384,18;385,01;424,31;434,37;387,92;410,08;460,70;516,47;445,75;378,28;417,48;383,94;367,75;392,21;388,73;416,54;452,47;426,86;464,06;444,67;460,14;429,66;436,86;432,96;418,59;389,43;410,28;358,53;461,65;369,55;501,44;567,74;825,06;468,86;849,91;972,36;807,96;646,27;364,34;607,17;470,05;...;391,19
"231140 Quixeramobim";...;...;...;...;169,05;552,77;436,95;319,88;327,98;338,37;363,62;345,59;367,21;379,14;310,71;344,05;356,51;379,50;346,32;369,91;370,19;379,51;370,58;387,53;388,19;373,68;406,23;407,30;399,68;383,76;382,38;399,90;397,62;395,28;393,11;420,09;387,68;395,02;412,59;392,12;416,52;386,55;364,24;396,91;406,09;406,80;397,82;414,33;415,33;415,69;419,02;406,28;398,52;425,82;417,11;400,49;409,59;426,15;436,59;404,18;420,92;414,92;398,70;405,76;419,18;406,77;376,22;387,59;414,18;399,67;395,22;400,29;421,55;439,45;417,10;423,43;421,40;397,37;393,63;420,39;397,55;407,75;402,75;399,02;400,93;417,47;409,37;401,39;395,68;388,78;408,39;403,62;392,12;378,55;388,81;374,40;437,87;412,74;417,11;418,19;413,15;411,47;424,71;420,41;400,79;380,69;407,19;424,80;427,96;416,37;419,09;410,58;436,84;406,67;422,47;407,59;372,28;395,73;413,11;416,78;386,79;418,49;421,84;416,58;460,30;456,59;448,98;465,62;430,85;439,87;460,99;490,86;511,17;568,91;570,84;553,88;579,83;568,11;579,96;574,46;592,18;575,64;576,20;587,56;600,29;615,83;638,46;616,23;598,17;622,47;613,01;611,31;594,80;588,05;569,36;1513,18;1805,93;1839,07;1067,35;1124,97;1044,67;1275,80;1822,92;1562,29;845,41;1705,31;1606,62;562,41
"231150 Quixeré";149,65;...;...;...;...;518,89;309,04;443,82;457,59;385,02;329,99;343,67;497,50;403,71;284,88;316,44;323,17;270,18;384,70;248,65;473,85;387,63;466,23;410,76;395,41;226,87;...;344,10;397,26;340,86;345,11;283,41;353,78;347,98;307,69;420,50;434,89;402,47;349,43;397,46;341,52;366,95;480,36;440,81;461,06;361,15;375,50;312,43;373,45;432,92;515,72;361,84;374,17;286,30;351,97;371,58;306,71;385,16;344,62;383,09;265,51;386,10;281,69;381,55;341,74;422,05;389,49;427,86;399,64;363,13;444,80;362,28;336,84;340,35;404,07;383,26;394,30;303,99;326,77;270,66;256,13;339,89;329,58;397,47;419,28;393,94;401,60;355,03;379,30;409,61;399,71;384,86;449,53;423,46;348,24;383,18;411,51;385,32;215,17;364,07;310,68;440,46;296,80;332,38;426,18;488,88;420,57;345,84;273,33;369,06;392,79;328,91;263,99;322,40;397,23;427,85;284,57;366,20;416,38;560,91;304,17;376,96;356,38;423,02;314,24;319,85;325,58;260,51;347,69;343,63;335,56;347,04;390,27;282,26;314,56;314,98;379,91;346,46;330,54;432,39;355,83;400,04;388,65;483,01;366,48;386,45;375,43;410,25;318,93;273,32;245,14;307,76;290,04;325,54;351,10;326,25;1050,09;853,72;676,43;487,19;567,25;527,65;849,81;775,70;850,59;785,07;1508,00;375,85
"231160 Redenção";...;...;...;...;...;...;256,85;358,08;375,02;371,95;361,17;364,91;402,82;437,64;409,55;390,71;408,87;397,69;396,94;436,91;447,03;406,96;427,22;446,60;449,75;426,45;437,95;413,49;440,57;427,68;421,79;439,63;441,00;440,12;430,20;422,98;422,77;454,43;432,64;465,10;434,58;458,65;422,92;408,52;411,11;430,83;453,56;436,83;428,59;401,05;397,60;386,84;460,27;425,96;407,18;430,56;454,53;422,16;457,74;424,44;399,29;420,19;418,74;433,63;431,47;452,93;438,91;415,05;485,67;535,79;380,17;398,85;391,08;404,16;399,86;399,03;408,85;395,24;389,47;399,54;348,77;384,38;388,88;396,99;388,57;427,34;381,55;389,10;384,68;392,91;370,88;381,77;358,36;345,73;399,68;340,41;326,69;344,41;341,30;314,37;362,65;352,37;362,92;338,90;327,25;355,43;385,24;361,42;323,53;335,91;312,27;343,76;383,49;371,06;337,48;376,42;383,27;396,21;357,81;316,53;391,71;367,66;393,05;392,16;418,10;400,94;365,84;363,91;394,25;384,08;390,66;423,74;404,98;391,37;396,71;382,02;413,99;386,36;422,10;367,86;406,65;384,16;391,25;398,00;397,22;374,54;411,89;397,95;386,21;369,42;368,93;346,02;343,35;375,05;407,13;404,68;706,67;776,40;598,72;498,39;497,41;431,96;518,85;566,38;465,26;662,00;1326,43;408,02
"231170 Reriutaba";...;...;...;...;...;...;...;172,42;322,23;325,97;344,52;359,35;371,68;370,98;410,95;434,13;398,70;467,45;382,86;461,74;467,98;436,73;423,26;463,87;438,71;429,78;446,21;489,08;457,42;452,77;480,14;460,33;429,97;418,56;418,03;477,14;429,32;414,55;443,60;453,66;409,76;430,76;353,64;463,70;430,38;463,20;446,49;453,05;434,09;447,29;441,05;410,66;431,48;421,33;480,62;495,73;419,14;437,93;422,02;381,99;420,44;459,92;396,89;367,73;421,49;484,60;432,15;464,02;399,43;386,64;457,16;429,10;459,81;463,15;417,89;454,03;405,31;466,50;399,51;432,46;511,62;462,57;448,51;459,53;423,87;414,92;383,57;457,48;459,63;419,73;436,05;448,95;336,95;411,01;412,27;426,24;366,56;495,55;342,15;374,37;427,69;473,35;391,47;418,65;434,77;429,02;439,25;307,06;438,68;418,46;447,50;396,22;423,42;356,90;394,65;336,60;337,96;434,42;450,47;460,25;404,13;502,48;404,76;413,10;438,93;453,47;419,37;445,04;382,39;394,88;427,75;454,54;431,00;484,83;424,19;375,43;430,12;488,25;458,99;459,22;429,13;439,48;504,81;458,41;492,87;440,50;357,31;371,54;423,91;402,58;393,72;451,35;388,68;405,24;427,61;452,59;415,35;454,68;425,28;475,25;439,32;428,14;397,70;485,79;437,22;338,21;...;424,00
"231180 Russas";...;...;...;597,97;544,42;499,09;393,54;369,14;392,39;378,28;357,37;386,39;395,23;404,89;410,55;426,41;426,92;418,29;431,96;432,32;458,56;425,00;418,51;414,92;410,69;436,57;446,96;428,40;442,25;440,06;421,96;441,66;416,87;458,12;412,05;411,04;411,96;457,16;426,11;421,01;403,00;417,93;387,60;408,17;393,16;403,48;410,72;418,05;416,02;408,33;396,17;397,53;393,23;386,99;393,25;367,76;412,15;392,03;406,18;379,36;394,36;387,69;376,22;373,99;397,47;369,41;360,03;366,38;354,39;351,19;371,94;383,33;365,52;347,00;390,82;412,75;399,22;395,48;374,29;390,00;368,98;373,54;386,71;385,21;407,97;412,17;384,34;384,92;381,88;400,96;378,15;401,90;411,09;406,82;398,69;407,94;425,21;418,85;407,83;396,65;415,96;421,60;406,88;411,21;404,87;396,76;407,72;405,23;408,75;406,44;430,94;413,38;404,03;405,63;421,90;402,75;400,85;418,49;429,77;416,79;407,68;407,62;420,62;407,62;411,39;416,77;386,93;428,75;435,45;427,55;437,01;415,84;431,75;457,88;450,14;443,98;460,34;423,33;442,53;443,11;420,26;418,22;437,35;445,97;431,58;454,17;472,65;467,94;481,52;481,74;453,26;447,00;441,48;454,72;449,26;466,33;510,42;560,21;544,10;469,08;480,94;514,18;511,83;519,88;521,27;565,33;741,37;415,68
"231190 Saboeiro";...;...;...;...;...;...;...;416,88;423,89;412,27;397,31;417,93;404,74;432,66;423,15;433,44;419,78;461,62;410,32;444,19;395,15;367,67;388,46;468,08;407,35;434,79;461,69;439,72;429,17;448,50;457,45;425,90;404,20;422,04;390,75;442,67;436,28;405,86;408,74;410,28;403,04;424,64;398,21;421,69;414,68;412,44;446,41;421,02;453,55;431,41;389,18;429,03;422,51;432,23;394,36;456,13;403,62;429,34;400,24;432,69;468,98;485,26;445,90;450,28;417,43;442,58;367,39;435,08;405,75;405,93;442,54;430,58;456,21;446,55;416,89;390,43;392,48;403,60;410,33;428,71;448,59;409,30;382,75;495,07;373,10;436,51;521,24;379,16;345,92;389,18;380,04;498,63;441,45;330,47;404,03;358,05;429,25;442,65;323,92;327,95;451,40;...;464,87;...;44,22;606,42;324,62;542,81;198,81;499,74;452,40;623,40;529,41;452,40;308,62;452,40;...;292,62;437,52;453,62;626,23;506,41;336,27;360,80;393,06;430,18;369,10;...;376,58;400,39;354,17;343,54;376,07;492,83;579,97;341,86;507,15;630,42;897,91;383,24;409,23;372,01;447,82;531,25;446,38;380,24;456,29;493,25;405,55;382,79;328,10;...;...;609,72;486,26;360,62;350,76;398,47;179,95;652,71;978,80;1500,00;400,80;630,42;469,86;414,79;...;425,35
"231195 Salitre";...;...;...;...;...;...;266,79;312,75;325,54;311,35;320,97;356,94;317,91;336,45;379,50;390,05;343,50;325,16;345,95;393,35;365,02;380,79;381,15;354,67;415,15;415,71;368,35;360,45;356,98;377,99;356,18;380,02;382,03;356,17;331,74;380,91;337,03;350,39;343,76;388,24;291,75;360,73;327,91;314,89;334,97;337,37;373,19;384,88;374,01;362,49;363,96;379,00;357,73;301,17;340,03;346,15;350,00;413,11;298,99;322,04;345,48;330,83;352,52;361,49;272,25;401,02;346,40;374,63;305,70;387,47;373,95;378,54;392,76;378,26;351,44;358,32;387,50;397,71;392,59;425,47;357,91;381,20;282,97;337,98;324,76;465,66;392,15;364,18;375,11;405,79;352,45;439,56;282,76;472,64;326,54;268,53;326,76;386,79;376,93;335,35;311,70;440,37;419,87;375,23;424,60;378,20;432,71;429,65;339,08;302,94;240,20;322,49;329,35;238,74;334,46;331,21;303,00;366,38;284,82;294,41;301,40;321,96;347,82;348,53;306,70;409,65;331,25;292,72;309,06;198,56;293,99;334,29;379,99;404,43;414,44;331,41;411,46;481,97;446,63;438,66;454,19;445,07;408,35;506,54;503,24;447,28;382,61;379,60;381,55;430,46;390,01;389,92;432,15;443,46;426,60;390,03;379,92;703,60;1013,56;830,44;572,29;674,52;530,27;660,99;755,80;...;...;369,03
"231220 Santa Quitéria";...;...;...;...;...;640,91;...;412,23;367,78;371,63;376,77;382,35;382,05;416,58;409,55;424,20;402,33;391,31;390,39;417,09;395,59;368,99;401,43;441,95;446,36;413,05;401,38;397,52;397,11;384,50;397,61;382,64;375,22;359,01;397,64;443,12;406,66;424,02;397,13;387,24;373,86;373,15;354,89;344,47;365,30;361,92;378,65;383,42;396,80;397,15;370,11;365,84;376,93;383,03;363,80;383,52;370,20;374,49;361,73;379,54;391,56;395,60;386,15;391,86;415,12;361,57;398,35;350,48;334,52;369,12;365,21;422,55;466,35;403,47;403,49;410,43;407,95;407,19;385,82;397,57;381,56;392,21;361,92;366,81;413,52;395,69;420,79;381,35;364,95;394,15;402,06;360,04;366,55;331,64;320,91;363,86;365,85;375,74;396,81;324,43;334,81;352,53;384,92;400,49;353,26;365,13;436,13;418,01;377,34;385,46;437,88;408,25;465,67;397,83;407,83;440,74;352,01;420,67;436,98;394,42;416,70;390,61;400,81;383,73;448,21;388,33;485,30;423,45;400,68;386,45;419,80;427,87;492,81;483,99;411,43;418,96;407,46;464,11;444,64;415,71;420,27;438,40;428,03;450,94;435,38;419,34;416,60;454,62;432,24;463,06;395,52;437,51;473,70;444,87;441,56;488,70;615,79;626,40;520,96;525,30;533,97;490,38;427,60;524,09;468,01;884,54;...;402,02
"231200 Santana do Acaraú";...;141,65;...;...;295,36;303,77;346,91;348,04;347,01;363,40;363,75;354,35;366,52;414,86;388,76;355,57;362,71;358,62;405,29;374,19;418,64;390,71;363,00;398,88;437,14;414,29;404,14;447,55;418,65;445,87;417,38;413,94;422,52;449,86;...;430,28;392,89;434,69;385,88;373,50;386,22;387,20;431,92;415,62;397,12;386,56;453,44;413,71;406,06;412,55;435,25;414,54;407,76;396,93;373,25;413,10;423,50;417,37;449,88;417,46;415,13;469,83;415,94;399,42;450,60;421,01;412,45;437,12;389,73;380,71;366,66;396,47;468,39;419,50;401,72;427,33;404,41;429,23;413,33;380,09;369,71;430,56;445,31;399,72;436,31;395,83;426,04;396,10;423,69;424,67;412,11;446,50;410,98;421,48;415,09;477,35;430,94;416,67;424,70;337,73;373,68;390,68;428,82;437,00;400,87;435,37;382,74;523,26;415,89;446,08;404,11;394,08;377,08;345,33;406,44;379,35;368,14;428,13;447,23;415,49;423,22;379,86;411,80;425,66;434,39;422,15;395,23;430,05;403,79;387,68;393,66;455,19;459,39;394,69;469,86;428,11;434,08;412,13;441,79;443,01;428,73;465,61;440,93;452,22;424,18;390,30;421,90;454,42;419,08;402,98;421,69;427,99;400,41;451,34;474,90;439,61;456,80;387,77;559,66;641,56;529,85;404,43;370,21;...;...;...;...;410,34
