 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2000/Fev";"2000/Nov";"2003/Jan";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"231070 Pentecoste";-;-;-;-;-;-;-;-;-;4816,69;802,64;3483,68;56641,03;53062,79;55902,41;55055,00;57446,53;46481,29;51726,10;45037,38;38669,16;30394,36;32899,39;42290,43;40326,80;37464,84;40569,63;27778,90;34007,69;34724,38;54946,50;44675,71;45628,25;30601,75;37510,95;33202,41;38545,55;29222,45;43253,61;39924,40;49216,98;48225,76;50249,06;49060,05;63167,46;53772,31;54244,26;41032,30;43180,84;47804,02;51000,66;52646,92;38298,11;36610,88;27488,39;33093,75;33456,46;28445,36;37726,70;40524,12;28066,47;20040,39;30885,38;46990,21;31058,41;30041,22;24393,92;30242,95;32446,57;10050,69;28669,16;20942,76;33788,36;25841,50;45985,47;61365,96;70477,87;58540,94;51514,41;40542,91;38107,38;40650,83;34866,73;27740,47;37808,25;33347,51;39993,35;41884,41;38216,40;41143,88;41913,32;34175,49;38643,10;34634,64;32317,17;36591,40;34018,49;32289,50;36663,63;34025,97;37885,61;35582,68;36037,56;42432,52;44158,17;50684,79;40756,66;36308,89;54967,03;47489,42;41950,08;46403,67;35525,77;43356,41;25259,49;18070,27;13484,19;20196,09;19925,19;14757,52;14665,30;23323,93;27063,90;25191,64;23665,19;20664,55;20698,57;26138,42;41100,53;72680,24;32283,16;23768,18;31731,59;19539,31;37159,23;25121,95;39612,27;48986,60;40399,67;38997,67;37035,48;34489,95;33524,13;25484,22;32108,79;38575,89;37150,58;47656,52;47921,59;51602,16;48637,53;39161,53;28766,14;41680,44;33404,99;22502,17;33494,05;36318,99;36808,35;11173,11;71099,61;30871,22;31502,42;31508,47;38784,48;46129,68;66161,03;35647,62;42684,90;71189,92;67441,12;6105795,55
"231080 Pereiro";-;-;-;-;-;-;-;-;-;-;-;609,61;24108,61;23381,95;37053,70;23066,90;29822,58;21888,49;18131,75;19238,17;19750,18;14507,64;17134,13;11662,34;26904,97;21385,68;20038,84;23126,65;25344,15;20993,81;26919,15;22310,89;20451,55;25121,32;20315,84;27187,39;32097,69;25374,43;19481,77;22380,13;22910,16;23990,27;20206,94;19231,58;21814,17;15502,16;17225,53;15777,68;20600,12;30350,58;26597,84;21328,03;19666,32;18690,84;19984,67;16854,87;18502,36;14982,01;15972,62;18819,26;17389,95;16161,93;20041,40;23891,19;26066,78;22119,35;15028,49;12008,45;14579,16;8664,92;10273,02;14845,69;17669,91;13859,20;18679,09;22425,53;24057,83;16067,11;12685,87;16499,94;13205,02;14649,78;10929,65;11874,09;15005,10;16657,39;18358,68;16934,49;21507,45;17576,31;22345,85;27522,62;14644,26;24754,72;24034,99;14799,39;11275,28;19040,78;26578,87;33775,38;23794,21;15290,56;19630,70;11288,11;14874,95;10131,15;8740,40;12995,59;17382,32;21719,99;18977,26;19206,58;18062,76;13060,22;17771,53;11961,26;12676,08;9261,19;7483,04;5867,57;6604,52;9782,56;14711,96;19721,52;14041,20;8040,36;5887,69;6257,43;6743,03;14395,22;11085,06;19516,05;11053,16;11648,94;13306,00;13527,79;21026,85;17984,73;13976,24;17973,34;19336,79;12024,75;13119,08;9414,05;17157,13;13767,54;23209,34;20618,20;25774,73;17759,87;13750,73;14152,97;15095,47;13015,49;14122,08;16488,21;13231,14;11943,61;15145,72;13383,96;9825,31;9778,18;10775,24;4249,48;11418,86;9750,38;5077,11;6600,84;13355,26;9760,97;12080,50;2719925,34
"231085 Pindoretama";-;-;-;-;-;-;-;-;-;-;-;594,69;4518,59;9542,70;8871,28;10622,36;8665,94;-;451,09;6028,41;8121,21;4494,00;1585,69;-;6450,06;6363,53;7200,02;4502,46;13739,90;12061,80;10582,69;12519,82;7516,39;12877,05;10745,06;9237,39;13144,65;10663,53;10013,15;9732,97;12814,39;6483,48;8207,42;9277,96;3170,26;-;-;902,80;6697,65;11509,36;12224,10;11656,60;7517,75;5903,96;7340,43;5051,17;6097,50;8916,61;5543,55;7171,47;7499,68;7041,51;8451,61;3670,29;4866,68;6292,99;5883,19;7944,05;3079,21;1294,89;3647,50;4156,13;7504,99;10535,16;13100,68;18123,92;9038,50;5086,65;10452,22;7270,14;7761,38;11422,35;4896,59;11810,27;10793,39;8403,71;4487,19;10725,38;8286,67;7049,30;3981,01;5095,61;3594,66;6566,36;5973,76;6116,50;3405,17;5678,38;4037,74;4866,75;8605,05;4159,36;4410,23;4349,78;6826,77;5982,04;6527,56;3121,62;6921,23;4889,38;4820,64;7904,31;6629,95;3380,26;7879,22;6881,97;2766,30;7110,92;7687,82;4991,45;4980,84;2321,54;8921,33;4343,07;2964,00;4345,16;6234,71;5195,62;5338,51;2716,51;666,64;935,80;444,40;3844,87;3673,59;3472,45;4843,52;3652,42;6156,08;3463,02;1177,96;3865,68;4161,79;6789,60;5455,53;5039,89;11543,45;9679,93;11634,66;10868,57;5923,76;8643,52;8434,51;8164,62;5962,36;6023,69;5753,92;11856,09;6422,35;7721,35;28769,16;17389,55;11524,09;6945,00;3393,03;10429,70;5330,85;4617,94;6090,46;12232,78;12019,74;1095450,52
"231090 Piquet Carneiro";-;-;-;-;-;-;-;-;-;2498,07;9101,58;768,04;16424,24;23416,71;8918,26;19321,17;21553,93;14956,48;11011,12;19486,77;17004,40;16043,87;19670,72;14982,31;12780,00;19029,15;22318,58;14871,60;22861,52;13733,35;10375,82;18566,92;14570,33;17475,13;23012,24;11766,80;15182,87;16181,53;15995,55;16384,64;19660,21;15820,96;17117,09;16545,95;14480,30;16198,05;10607,93;17154,72;22437,23;7980,91;21968,17;15120,87;14168,30;16010,53;14461,50;14939,07;10036,12;14878,72;11744,26;11006,24;11382,42;15066,73;17907,48;18640,72;13719,20;9962,68;16365,93;13131,37;8318,80;12041,20;14929,81;14741,75;11829,79;10937,57;13783,21;15214,44;17481,18;14490,21;17943,03;16413,74;9702,37;7753,90;10179,00;6838,25;6621,80;9626,62;10243,82;11215,99;9187,08;5348,51;3480,35;12295,36;7181,38;4352,88;4571,28;2596,64;7949,51;6314,93;5035,15;11707,55;20342,84;4498,28;4596,45;2967,38;4240,62;4004,82;4747,86;3563,63;3201,76;4964,47;7476,27;7305,79;8217,70;3295,87;3590,84;6319,81;6557,85;5339,85;3329,24;5606,84;11985,92;12641,39;15657,60;16435,99;11846,33;10367,26;9545,78;10187,16;2280,40;5867,27;7704,87;3624,01;6389,64;12890,70;12840,24;11500,54;13878,93;11731,21;10625,15;12445,34;10248,45;7313,43;9836,45;7217,84;12117,98;13702,21;17938,58;14495,75;19350,74;13216,66;13776,17;14827,57;14141,89;17481,55;12286,26;10984,07;18686,85;19569,61;20771,32;10087,30;11420,55;14278,06;13593,87;11814,02;5376,10;5391,87;11301,55;10074,40;11627,95;8732,70;-;1925380,11
"231100 Poranga";-;-;-;-;-;-;-;-;-;-;577,38;3520,76;16526,78;20296,90;23127,75;21598,84;20155,38;18668,68;15037,64;15391,65;14063,78;11837,63;7199,56;9246,65;6476,02;10040,26;13179,99;14327,27;13730,73;8192,05;20154,85;14145,65;11439,40;8680,47;4943,48;4279,41;8512,89;11037,41;6783,83;12177,87;19379,34;13377,32;9391,79;9528,21;10093,16;8695,81;10672,58;9241,11;11114,05;12210,45;11036,53;5551,68;12287,37;12877,65;11778,04;8808,54;2649,92;10786,66;7891,07;7256,98;2232,19;2422,71;4554,02;4420,96;324,90;300,62;590,42;226,68;873,91;218,68;218,68;2678,58;360,80;4257,31;6173,98;3797,68;8486,23;7546,48;8318,70;5637,14;6287,94;5162,35;3488,54;3753,60;4708,74;4859,76;5584,56;9623,84;12037,89;3866,83;6286,50;2720,01;5231,75;4548,71;495,21;2377,04;3136,84;2143,76;9453,01;7229,33;11189,90;7136,65;5431,03;7418,26;8820,24;9502,16;6900,36;7643,70;10533,58;7804,01;5737,71;7981,95;7867,84;8090,10;4609,74;8812,86;6410,30;6640,78;5509,01;5404,05;7692,47;-;10537,68;11969,97;8516,35;10414,05;6471,30;6185,68;4839,14;7812,93;2497,86;6901,00;4182,32;5818,03;4129,56;6186,04;8017,86;3418,30;6149,03;4335,08;4330,14;4330,14;6669,62;6858,97;11765,47;4001,48;5887,52;10311,36;10081,93;8671,63;5443,58;5972,71;7117,32;3656,90;4965,48;4943,26;1164,84;5689,68;2521,20;2106,22;3993,33;2509,25;1932,86;1116,63;4942,75;7138,99;3534,58;228,15;730,30;3581,00;-;1158332,27
"231110 Porteiras";-;-;-;-;-;-;-;-;-;799,82;190,70;1956,65;8992,53;16261,79;15546,59;14245,04;9967,06;9423,92;13026,12;12154,07;13164,52;11657,55;8025,87;11989,72;6781,30;348,90;15348,47;25655,68;20472,39;15696,37;11235,97;15523,06;9855,95;12660,43;15828,07;14237,05;11667,23;11262,72;14221,19;19884,19;18004,21;14426,90;17925,67;18598,25;16680,17;11131,00;16520,95;12879,47;16951,50;17544,42;27275,50;18289,59;9969,60;8035,35;11472,82;12163,35;15121,59;15211,98;11105,05;8839,55;7892,17;4989,76;6317,49;6026,95;8872,22;5837,97;11746,50;7415,39;8100,80;8345,26;10333,09;6426,75;5835,60;9366,59;12744,90;14516,88;8057,46;8057,36;7626,59;10253,54;7598,42;3845,04;5858,98;8014,15;5271,02;4408,06;8322,07;9109,95;10983,82;7437,14;3807,21;7477,84;8760,72;778,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5586,96;8491,04;8419,46;5961,44;2274,09;8470,40;7690,33;13879,00;17369,58;12795,53;10870,87;6789,45;3444,97;5602,19;6056,98;11282,57;10771,01;10500,91;1976,52;5932,94;13007,89;11007,31;5456,55;7327,38;10547,89;2686,22;8500,65;9194,95;9535,44;14029,48;13308,04;10931,29;18922,38;29275,19;15476,57;12011,24;15428,55;13487,08;17851,62;11440,48;12193,73;10787,72;13113,84;15160,54;8702,39;8538,87;6767,57;6844,60;10704,24;6403,75;15248,63;13303,98;8550,27;-;-;-;1476576,23
"231120 Potengi";-;-;-;-;-;-;-;-;-;2639,56;2746,45;4336,45;15288,63;13709,11;17379,72;12855,85;9425,56;15597,29;13791,13;12541,59;15989,57;13351,86;18644,51;5090,18;12139,24;22609,10;27134,53;16449,11;25112,73;17452,78;15241,78;9589,41;12447,16;10377,18;16005,70;8482,95;3325,16;14332,78;21319,48;19728,73;18776,05;10668,59;4212,91;13469,55;10063,06;7050,99;1096,20;7362,93;21364,36;17742,92;7646,24;13703,90;9750,04;9520,43;8131,26;5236,69;5796,04;1511,81;9897,57;6408,58;2049,31;9334,86;8164,77;15712,10;5792,87;5381,87;5001,00;8730,17;5446,04;3446,17;4620,44;5454,58;7666,00;14565,11;8368,65;11651,59;9985,36;6165,16;4221,69;3596,40;3822,54;10807,02;7662,15;6906,76;6726,07;8477,16;6101,41;5141,22;6175,91;4759,62;3968,33;3653,57;3568,82;5112,18;3622,64;1518,32;324,90;1018,59;369,12;4007,42;606,42;5319,95;1936,71;1754,18;2118,43;3760,41;974,07;2210,07;1611,47;1891,93;1055,75;625,52;714,64;1199,47;1117,76;902,80;1812,89;53,93;1221,70;-;2505,93;7331,22;11701,98;7899,15;4403,77;2172,05;3900,53;2216,44;6238,98;2951,16;4060,42;3173,04;5428,78;3907,38;6536,95;5731,03;4236,73;2123,16;-;-;-;-;-;251,77;5303,83;-;-;2828,67;3115,41;3757,66;1114,02;4320,69;3840,07;5364,21;1950,39;4681,42;3667,93;2537,26;1053,16;-;-;-;-;-;-;-;-;-;-;-;-;1014836,58
"231123 Potiretama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1912,60;924,59;1290,11;673,02;756,37;-;332,90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5889,59
"231126 Quiterianópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16560,75;875,04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17435,79
"231130 Quixadá";-;-;-;-;-;-;-;-;-;-;82837,20;174608,64;258492,60;210207,72;269460,00;249953,29;288653,67;308062,34;253990,79;288217,28;256856,75;286990,51;326591,11;305552,02;343276,06;319452,12;398335,39;307686,33;396990,56;323481,75;310053,99;373584,93;347377,51;359146,42;309906,48;324336,34;301319,27;295852,95;331951,29;353828,31;309920,96;314315,20;364801,98;345857,92;321745,87;268251,55;273885,44;291883,39;275264,16;257513,42;329492,70;350857,14;360616,42;313147,10;343984,13;390770,70;347516,22;325874,33;287953,21;287241,60;295721,17;286810,38;264060,13;309309,85;320242,28;250840,52;324473,96;289301,08;301818,82;341678,63;258382,19;307294,58;286400,70;268922,72;373587,01;379501,75;317788,40;334376,62;345489,76;303173,94;296232,17;282135,00;292323,25;276479,99;287540,29;267312,03;379070,07;291185,15;349491,23;303606,94;315505,19;333296,63;311142,89;349960,34;327791,90;349395,40;317519,87;371582,00;349468,15;375019,18;386807,98;344474,92;298955,41;320918,27;320332,91;372163,90;278962,27;270696,46;334441,39;318233,79;336945,05;373318,72;375100,67;312337,46;331203,26;330588,43;304084,96;314265,59;283490,96;288098,02;298967,52;306513,34;348523,45;366474,72;391464,32;324459,44;340321,70;379242,28;355181,15;379629,13;321389,60;327268,20;333414,64;316057,80;392951,82;330506,61;358725,41;300488,13;353822,01;343283,24;294954,98;348719,14;303888,76;307790,37;313733,35;301943,09;372052,89;369980,39;367621,26;328109,25;324187,68;311333,59;291500,01;317379,79;353185,73;308674,55;336882,01;269776,35;318679,81;291240,49;356334,72;380032,11;396261,00;282391,62;228709,75;304831,33;301719,43;273708,53;280393,92;251952,06;226179,44;50981431,55
"231135 Quixelô";-;-;-;-;-;-;-;-;-;-;554,69;4499,43;17146,18;27817,49;36465,32;23643,82;18492,00;19809,28;18787,71;17705,98;20685,95;17398,15;13571,18;22675,23;25515,90;15561,18;24445,08;23077,02;26010,03;16893,57;27346,21;21615,06;15810,29;17492,18;18852,13;15911,34;20518,64;28090,86;24664,08;17547,78;23308,24;10074,97;16951,73;11966,77;10404,54;20537,98;19246,86;10374,84;15164,47;19783,86;18811,93;14768,81;15427,71;10121,30;4020,65;14367,42;12141,54;10306,35;10308,44;7620,17;9739,82;7611,79;13735,00;11368,81;15421,58;7336,59;11573,59;11060,70;9716,89;5924,97;4176,97;2645,40;13982,16;13126,96;17844,59;26010,45;36091,36;22024,14;14202,32;11783,50;5024,26;8716,05;5625,39;6232,83;6518,61;10042,66;10512,41;8239,63;11238,34;10646,20;5603,82;5610,37;4408,30;2215,01;4308,37;6429,48;3423,38;3785,14;6439,13;6428,68;5920,01;5247,19;6238,76;8257,22;7458,43;10523,90;8242,85;6460,56;7534,26;13194,56;12628,12;12418,56;9396,48;12019,59;5934,44;6513,01;7032,52;7252,25;4835,84;7029,60;11493,85;11555,89;16489,90;15143,28;12885,12;8516,16;4632,59;8686,13;8624,50;8067,78;10395,40;5515,97;9121,75;13965,23;16403,14;16124,39;12395,22;12035,16;5295,86;7932,18;7294,83;6987,22;11373,96;15549,26;20410,34;14478,90;17928,13;18562,23;17341,97;15184,77;16756,74;11358,41;15153,59;14650,80;13240,45;19693,56;11472,94;14772,70;11086,46;8023,07;9651,65;21451,65;17347,69;31446,49;42783,75;12927,32;20034,25;5465,11;17000,71;9871,03;-;2119855,62
"231140 Quixeramobim";-;-;-;-;-;-;-;-;169,05;7186,03;5680,41;33267,02;110199,84;137376,62;162175,28;168647,88;142844,23;152035,97;47848,68;134179,07;117647,07;128272,41;115671,97;131318,73;123642,35;126376,56;163794,78;161212,17;175072,45;144615,97;118620,10;147036,02;148680,75;133548,64;133067,73;151963,67;168989,81;141906,56;175328,06;162995,53;177559,35;161167,19;176589,66;161160,63;133703,63;157711,30;153346,71;142095,04;167716,39;199333,78;186577,56;159930,12;181083,55;165029,67;196101,43;179982,41;182921,91;173308,92;168095,05;150984,43;155643,52;147873,24;209562,39;176221,59;194886,38;160158,75;164661,87;162708,17;165994,32;144809,36;127915,81;128292,80;141649,17;142283,20;196029,05;184132,48;222158,49;185446,60;182689,26;171489,27;179939,72;170470,57;150760,57;133264,83;124034,44;131296,14;163920,42;168385,11;145137,46;149871,18;156789,68;177817,75;162623,69;160954,74;148654,47;148533,22;149788,98;122272,69;183909,42;192065,55;216308,99;177892,61;175184,80;177729,68;175589,65;182694,89;133357,86;132007,63;138674,50;189201,38;183644,28;181390,48;207561,04;174460,81;178951,04;171212,47;162942,83;122406,73;119136,82;111679,70;120246,27;139693,53;223494,57;200889,00;206157,25;194178,91;197841,86;202456,22;227387,37;281718,74;242899,51;228153,28;249893,81;228290,00;263226,71;329364,74;379288,70;428388,96;451537,49;468579,99;425595,81;444263,70;473828,29;427971,24;509278,14;453028,11;520307,25;561703,26;603891,38;556706,63;592492,87;591585,21;552705,68;615625,26;577459,12;567293,87;560298,30;572763,74;508435,73;1066791,16;1397787,63;1544822,19;925394,43;988846,69;927667,13;1037227,53;1358076,32;1213900,57;720293,34;983966,15;343816,40;45030404,72
"231150 Quixeré";-;-;-;-;149,65;-;-;-;-;1037,78;2163,31;10207,97;5033,48;11165,44;8579,61;10997,39;12437,43;7266,86;9400,95;11391,68;9048,89;8375,59;6539,84;5967,63;9003,09;10078,43;15385,45;12733,46;14234,76;907,48;-;5505,64;17479,66;10566,62;4486,40;2550,67;7783,24;4523,72;3076,92;8830,46;7393,21;13683,89;8735,79;11128,97;12294,88;10641,55;4803,57;4408,06;10604,37;11917,83;14268,91;9373,03;16431,84;12554,60;1547,15;6875,02;6735,11;4867,07;4575,67;5573,69;3987,23;7318,01;8960,10;13791,20;5310,14;7335,82;6197,17;10301,93;8543,57;8441,08;7010,89;6845,68;8392,46;5446,91;11564,79;15577,87;9768,28;11571,94;7273,31;10731,30;10251,75;7903,85;4901,62;6225,16;5378,68;9856,79;10216,99;11526,73;8385,63;13787,81;7630,45;3905,38;7585,92;4096,12;2797,97;6927,43;5843,91;4658,08;5571,90;7663,62;5761,16;5009,12;3012,40;8009,46;4970,95;3083,22;3858,39;3323,76;6818,88;8799,81;5467,38;6225,06;3006,61;2952,49;8248,59;4933,58;1847,90;3546,42;5561,21;2994,97;3699,36;5859,21;11242,21;5048,21;3954,18;2638,72;8553,16;10152,40;6598,95;7036,66;4558,11;4949,62;9039,92;7903,51;9395,66;13187,70;19513,60;7621,04;9436,70;13859,33;13296,93;11433,04;7271,97;17295,48;11030,68;6400,70;5052,50;12558,28;15392,32;14685,05;6382,32;12307,50;7973,32;5739,79;5147,87;4308,67;8701,08;8789,53;7724,17;5219,98;18901,66;18781,87;6764,29;487,19;3403,49;2638,26;4249,05;5429,90;4252,95;5495,47;1508,00;1265112,10
"231160 Redenção";-;-;-;-;-;-;-;-;-;-;11814,99;20410,53;111381,27;130927,29;129300,15;125528,42;122055,18;91905,23;86005,50;86738,65;87497,27;64823,68;43663,17;83887,54;92087,89;84239,85;134575,84;112095,36;98944,18;97656,30;104670,96;93034,63;97805,76;83825,47;85624,17;88364,83;93491,30;86264,31;99805,35;93902,32;101888,42;97248,20;88257,87;86508,04;79528,40;78888,17;72742,99;71490,35;84276,71;91336,54;76651,12;81249,66;76717,56;60959,89;54869,10;46807,39;46947,04;56652,23;62706,34;62000,69;80907,19;48548,42;80103,76;70882,28;65882,11;66389,31;80816,40;78053,78;74213,15;80621,65;85586,91;65162,22;28168,57;25182,31;81736,92;95724,21;102070,85;72749,68;72773,64;78209,22;70322,32;71143,18;69325,74;65125,02;66964,42;69956,35;62609,92;88132,62;83932,13;88459,33;64481,19;70426,28;66934,90;67973,92;37087,56;43903,49;70954,64;54624,68;92326,79;59912,01;52597,55;53727,68;51535,97;36781,40;61287,24;53912,22;57705,00;41345,24;49414,72;56869,57;68573,11;65417,23;50470,42;52737,30;48714,67;50532,07;51003,75;51949,00;41847,03;39524,42;21080,07;58639,23;83370,74;71534,78;70508,21;57722,03;61709,42;68235,82;73585,00;81791,21;85240,75;60409,29;65051,41;68751,12;88289,87;108476,69;96385,67;76318,01;77358,59;74876,22;74931,53;84611,90;77666,78;51500,92;78483,64;69533,08;76684,03;93529,32;81828,01;57679,81;74139,93;80386,70;56772,17;66864,77;65300,24;59515,95;78970,65;77635,51;78169,16;38445,01;81973,64;82298,55;60470,53;58311,99;60684,02;45787,55;57592,81;53239,33;50713,54;50311,98;157845,07;11685591,01
"231170 Reriutaba";-;-;-;-;-;-;-;-;-;-;-;172,42;19978,22;25751,64;27905,79;16530,09;12265,55;11871,27;12328,47;20404,13;14752,05;16360,64;8422,95;10158,22;17315,43;13975,38;20316,54;31079,12;21497,03;13323,06;20079,41;19563,09;12350,29;16752,48;19685,91;17492,43;12899,04;13812,55;13795,14;12882,66;14167,46;7047,35;6653,94;907,32;9834,28;15076,74;5304,63;8346,58;16354,31;23623,42;20538,58;15403,55;11286,25;14760,72;13672,61;10266,40;9924,05;8426,55;8170,54;6444,52;10897,69;7006,88;16036,62;13751,71;14294,95;9198,47;8334,59;13606,13;6743,87;11145,90;6050,08;6960,36;9186,80;8892,67;9600,29;14589,45;14713,98;13431,31;8775,68;7718,47;6890,35;8863,51;6791,60;9946,52;7674,34;6938,57;6727,62;15624,00;6781,88;6638,78;4219,32;9149,66;8273,30;5036,77;6976,86;6734,25;3032,51;6987,16;18964,32;14918,50;5864,93;4955,50;4790,10;7113,06;9836,83;8520,28;4306,12;4186,54;4782,42;6435,34;8785,00;2456,44;6580,16;5021,51;2237,52;2773,51;2117,12;2855,22;3551,81;2692,80;4055,55;5213,02;22523,38;16569,08;12124,05;8542,12;12547,50;7022,75;11851,17;8616,01;9226,16;7565,76;8030,13;8687,27;10693,73;14545,19;13791,99;6787,60;6787,02;4880,62;6881,98;7323,82;3671,88;7347,53;3003,92;1318,44;2524,04;3208,84;3450,11;3964,54;10719,30;6687,79;6782,64;6441,30;6299,46;7673,02;4275,49;9320,61;6841,80;7693,95;4984,25;8638,88;6804,45;2376,26;3514,54;3853,24;6760,88;6315,21;7432,72;6087,76;-;1550157,48
"231180 Russas";-;-;-;-;-;-;-;20331,09;28854,20;27948,99;43289,11;93391,96;200116,39;222807,02;223359,31;238400,75;200380,70;180581,82;203631,39;185912,83;208766,22;219604,86;231097,72;255500,42;230199,61;257124,58;331457,10;286709,60;286663,00;337030,12;315555,31;284028,39;273312,43;263597,66;221950,10;232311,11;248874,25;279452,40;288844,74;267178,29;289193,43;282981,06;271005,37;288392,73;262752,85;274163,41;242249,61;259596,56;289757,60;287278,45;303929,31;285107,44;242124,38;261328,15;254339,06;279861,68;264248,76;248834,64;272524,70;265154,68;283148,38;269324,82;347689,71;331562,72;309175,95;286893,69;276898,37;303677,77;272664,03;240855,02;187574,77;193815,81;203773,76;233892,27;338839,99;349594,23;364060,01;218261,59;264193,20;230315,71;240727,41;249153,74;262002,87;292111,49;303305,46;313777,40;312845,24;337061,76;369622,20;331382,44;277111,99;315253,37;303978,37;297513,24;336554,20;361706,96;341617,42;272571,06;373975,71;395297,14;329109,90;276440,60;283033,30;278846,52;297824,32;297646,68;264876,64;258652,70;276523,43;291620,85;311904,15;286093,18;311056,16;308080,98;283988,59;312929,99;287669,29;257168,29;247234,00;225940,88;246520,78;276205,00;380347,00;293006,13;292308,05;271066,09;234705,16;248241,62;240251,08;244227,48;215520,81;233667,80;250382,45;212920,67;256086,26;271127,03;268548,22;248170,72;258829,91;255289,31;261930,68;254423,20;253571,35;240165,07;243332,15;231273,88;291275,48;306826,99;288295,90;249340,97;248613,57;242393,86;285062,17;296751,48;235693,47;236015,56;270186,52;291477,43;283485,70;163215,61;178647,36;225763,08;236683,80;191384,27;208727,86;230868,92;231348,95;202232,76;221016,79;206343,79;303963,41;42901242,66
